Customer_ID,Sex,Marital_Status,Age,Education,Income,Occupation,Spending_Score
DS-66221943-N,Female,Single,40,Master's,12316,Retired,15
DS-66405149-N,Female,Single,27,Bachelor's,34944,Blue-Collar,92
DS-69225507-N,Male,Married,50,Bachelor's,93521,Self-Employed,82
DS-90739606-N,Female,Divorced,42,PhD,95105,Manager,76
DS-52839471-N,Male,Divorced,26,Bachelor's,23710,Student,73
DS-12121566-N,Male,Married,39,Bachelor's,92294,Retired,92
DS-74901647-N,Female,Widowed,64,Bachelor's,90327,Manager,15
DS-60239048-N,Female,Single,36,Some College,11589,Blue-Collar,26
DS-16886640-N,Male,Divorced,29,Some College,30281,Blue-Collar,19
DS-30492823-N,Female,Divorced,45,Some College,89455,White-Collar,85
DS-27917684-N,Female,Single,37,Bachelor's,28420,Retired,5
DS-15655815-N,Male,Widowed,50,Master's,123410,Manager,43
DS-83722197-N,Female,Married,60,PhD,56723,Self-Employed,33
DS-74921405-N,Female,Divorced,45,Bachelor's,112602,Self-Employed,83
DS-57977498-N,Male,Single,41,Bachelor's,12703,Self-Employed,22
DS-65501276-N,Male,Married,40,Bachelor's,49468,Manager,49
DS-72058656-N,Female,Married,64,High School,61749,Retired,28
DS-80830335-N,Female,Divorced,25,Bachelor's,45958,Blue-Collar,77
DS-16214250-N,Male,Divorced,18,Bachelor's,23607,Student,78
DS-28161258-N,Male,Single,28,Some College,20700,Blue-Collar,36
DS-88972310-N,Female,Widowed,33,Some College,15021,Self-Employed,27
DS-32698295-N,Male,Married,29,Bachelor's,50020,White-Collar,46
DS-19537321-N,Male,Married,32,Master's,47287,White-Collar,34
DS-79201343-N,Female,Single,26,High School,47241,White-Collar,52
DS-28687904-N,Male,Divorced,21,Master's,30010,White-Collar,79
DS-87250959-N,Female,Single,44,Some College,18113,Unemployed,36
DS-26703216-N,Female,Single,33,Some College,19117,Blue-Collar,35
DS-90678403-N,Male,Single,34,Bachelor's,67970,Manager,86
DS-77975261-N,Female,Single,41,Master's,100856,Manager,81
DS-84368640-N,Male,Married,42,High School,30515,Manager,7
DS-37797562-N,Female,Single,38,Some College,26188,White-Collar,15
DS-30814645-N,Male,Single,27,High School,20012,Blue-Collar,33
DS-77680423-N,Male,Divorced,31,Some College,21426,Unemployed,24
DS-95662118-N,Female,Single,38,PhD,57103,White-Collar,53
DS-73010001-N,Male,Widowed,45,Bachelor's,80060,Self-Employed,31
DS-33947174-N,Female,Single,30,High School,24962,Self-Employed,25
DS-55499078-N,Male,Divorced,24,Some College,32454,Self-Employed,77
DS-74092225-N,Female,Widowed,40,Bachelor's,25359,Blue-Collar,25
DS-84692590-N,Male,Married,35,Master's,57232,White-Collar,40
DS-32468146-N,Female,Married,31,Some College,63578,Self-Employed,57
DS-92007458-N,Female,Divorced,27,Bachelor's,52803,Manager,58
DS-15605813-N,Female,Married,26,PhD,33220,White-Collar,45
DS-30666759-N,Female,Married,42,Master's,101554,White-Collar,91
DS-92602757-N,Female,Married,65,Some College,88553,Manager,27
DS-26522580-N,Female,Divorced,24,Bachelor's,31451,Blue-Collar,73
DS-54745980-N,Female,Divorced,23,Master's,35421,White-Collar,100
DS-19081629-N,Female,Married,52,Bachelor's,75850,White-Collar,39
DS-40356515-N,Male,Single,25,Bachelor's,27121,Student,100
DS-61245209-N,Male,Single,21,Some College,34768,Unemployed,95
DS-17446350-N,Female,Single,27,Master's,26597,Student,74
DS-13750204-N,Male,Married,51,Bachelor's,108452,White-Collar,79
DS-78641861-N,Male,Married,36,Master's,89240,Manager,84
DS-57459114-N,Female,Married,45,Bachelor's,55460,Manager,45
DS-72528204-N,Female,Married,55,Master's,84166,Retired,34
DS-35425516-N,Female,Married,41,Bachelor's,55134,White-Collar,49
DS-15232717-N,Male,Single,43,Bachelor's,19685,Self-Employed,20
DS-24370450-N,Male,Single,18,Some College,45832,White-Collar,95
DS-58050693-N,Female,Married,45,Some College,96140,Self-Employed,86
DS-84125214-N,Female,Single,34,Master's,21562,Unemployed,26
DS-58188542-N,Female,Married,53,Bachelor's,78610,White-Collar,32
DS-46038005-N,Female,Married,59,Master's,101923,Self-Employed,22
DS-85022750-N,Female,Single,19,PhD,39181,Student,85
DS-20287833-N,Female,Single,25,Bachelor's,31291,Student,83
DS-45312808-N,Male,Single,27,High School,33453,Blue-Collar,78
DS-79259955-N,Male,Widowed,36,High School,21697,Blue-Collar,32
DS-96194194-N,Male,Married,74,Bachelor's,87793,White-Collar,14
DS-91993088-N,Female,Married,39,Bachelor's,84864,White-Collar,82
DS-75477021-N,Male,Married,30,Bachelor's,47613,Blue-Collar,35
DS-66710771-N,Male,Married,47,Master's,74496,Self-Employed,80
DS-82878830-N,Male,Divorced,25,Bachelor's,59928,Self-Employed,60
DS-80850740-N,Female,Single,22,Bachelor's,43115,Unemployed,67
DS-31035210-N,Male,Divorced,23,High School,34478,Blue-Collar,84
DS-43235554-N,Male,Married,37,Bachelor's,57987,Blue-Collar,44
DS-30823852-N,Male,Married,70,Bachelor's,93952,Blue-Collar,33
DS-37998626-N,Female,Single,20,Bachelor's,31035,Self-Employed,78
DS-19741819-N,Female,Married,30,Master's,43208,Self-Employed,52
DS-47446058-N,Male,Married,48,Bachelor's,96469,Self-Employed,84
DS-31938384-N,Male,Married,30,High School,31617,Manager,15
DS-11124052-N,Female,Divorced,25,Bachelor's,38988,Student,82
DS-94791226-N,Female,Married,37,Bachelor's,53768,Manager,58
DS-14887048-N,Female,Married,45,High School,60724,Retired,47
DS-17524015-N,Male,Divorced,32,High School,41097,Blue-Collar,74
DS-90053527-N,Male,Divorced,45,Master's,41827,White-Collar,21
DS-53031497-N,Male,Single,41,Master's,54794,Self-Employed,54
DS-99081155-N,Male,Divorced,23,Some College,41185,Student,84
DS-94055498-N,Male,Single,36,High School,16569,Student,14
DS-89675930-N,Male,Widowed,56,Bachelor's,52124,White-Collar,23
DS-68125278-N,Female,Married,59,Bachelor's,89926,White-Collar,31
DS-72521553-N,Female,Single,23,Bachelor's,35390,Blue-Collar,88
DS-41660762-N,Male,Married,30,Bachelor's,40637,Manager,58
DS-70218370-N,Male,Married,32,Bachelor's,108246,Self-Employed,81
DS-85196703-N,Female,Married,40,Master's,85857,Manager,80
DS-29699893-N,Male,Widowed,37,Some College,19311,Unemployed,27
DS-39315503-N,Female,Married,73,PhD,77137,Retired,30
DS-24517144-N,Male,Married,49,Some College,110360,Manager,86
DS-29994773-N,Female,Widowed,54,Bachelor's,98384,Self-Employed,48
DS-75584046-N,Male,Married,28,Bachelor's,41184,Manager,34
DS-64944803-N,Female,Married,30,Some College,53493,White-Collar,44
DS-88702542-N,Male,Widowed,70,High School,96779,White-Collar,25
DS-79778724-N,Male,Married,59,Bachelor's,57138,Manager,30
DS-16336198-N,Male,Divorced,30,Master's,142066,White-Collar,90
DS-46943714-N,Female,Divorced,42,Bachelor's,118235,Blue-Collar,72
DS-50373131-N,Female,Widowed,22,Some College,11748,White-Collar,28
DS-61064001-N,Male,Single,44,Some College,24404,Blue-Collar,20
DS-57962251-N,Male,Married,30,Bachelor's,65989,Manager,70
DS-82093674-N,Female,Married,50,PhD,99814,White-Collar,38
DS-57738662-N,Female,Married,37,Bachelor's,12108,Unemployed,22
DS-35986893-N,Male,Single,30,Bachelor's,51559,White-Collar,48
DS-15991974-N,Male,Single,35,Bachelor's,33217,White-Collar,46
DS-24559409-N,Male,Widowed,51,Some College,59239,Self-Employed,39
DS-18603797-N,Female,Single,39,Some College,63271,Blue-Collar,53
DS-57745221-N,Male,Married,45,Master's,100764,Self-Employed,41
DS-28849454-N,Female,Divorced,26,Some College,34371,Unemployed,92
DS-25494959-N,Male,Divorced,31,Bachelor's,65821,Manager,50
DS-24949503-N,Female,Divorced,25,Bachelor's,30641,Student,75
DS-71477593-N,Female,Married,27,PhD,58098,White-Collar,39
DS-86746852-N,Female,Married,29,Bachelor's,48384,White-Collar,59
DS-29820712-N,Female,Married,40,Bachelor's,82351,Manager,99
DS-83672393-N,Male,Single,30,Bachelor's,73188,White-Collar,63
DS-60798146-N,Male,Single,21,Some College,31775,Blue-Collar,88
DS-38215061-N,Female,Married,40,PhD,94989,Manager,71
DS-62475249-N,Female,Married,46,Bachelor's,95214,White-Collar,74
DS-29738609-N,Male,Single,21,High School,30969,Self-Employed,75
DS-86905601-N,Female,Divorced,21,Bachelor's,39757,Student,70
DS-48860109-N,Female,Single,18,Bachelor's,32649,Student,94
DS-32057728-N,Male,Single,25,Some College,23081,White-Collar,88
DS-74676096-N,Male,Divorced,26,Master's,28221,Student,79
DS-64962724-N,Female,Married,32,High School,17294,Student,24
DS-88595040-N,Male,Married,45,Master's,53158,White-Collar,40
DS-21701970-N,Male,Divorced,45,Bachelor's,20920,Blue-Collar,30
DS-48856878-N,Female,Divorced,45,Bachelor's,97693,White-Collar,84
DS-44011787-N,Female,Divorced,22,Bachelor's,42550,Unemployed,77
DS-36985149-N,Female,Single,24,Bachelor's,35328,Unemployed,73
DS-88437532-N,Male,Divorced,32,Bachelor's,51796,Self-Employed,34
DS-76199145-N,Male,Single,22,Some College,23395,Unemployed,24
DS-73540399-N,Male,Widowed,36,Bachelor's,96840,Manager,94
DS-21037625-N,Female,Married,44,Master's,105396,Manager,83
DS-41146670-N,Female,Married,31,Bachelor's,113928,Manager,74
DS-41116226-N,Female,Married,34,Bachelor's,54420,Self-Employed,44
DS-56838957-N,Female,Married,43,Master's,97903,Blue-Collar,88
DS-85131086-N,Female,Married,66,Some College,100635,White-Collar,18
DS-33724859-N,Male,Widowed,44,Bachelor's,16119,White-Collar,26
DS-39286231-N,Male,Single,40,Bachelor's,96848,White-Collar,86
DS-66872935-N,Male,Single,37,Bachelor's,87856,White-Collar,88
DS-12476199-N,Female,Married,39,Master's,82411,Manager,73
DS-68747089-N,Female,Single,23,High School,39299,Student,85
DS-97333631-N,Female,Single,26,PhD,27739,Student,76
DS-70500060-N,Female,Divorced,26,High School,42466,Student,89
DS-34746016-N,Male,Single,23,High School,37110,Student,77
DS-60087939-N,Female,Divorced,44,Master's,87892,Self-Employed,81
DS-78081366-N,Female,Married,56,PhD,92035,Retired,28
DS-51400578-N,Male,Widowed,54,Master's,104990,Manager,24
DS-50313038-N,Male,Married,38,Master's,94616,Retired,67
DS-28100955-N,Female,Divorced,51,Master's,88143,Manager,77
DS-86461741-N,Female,Single,23,Bachelor's,33476,Self-Employed,88
DS-25237919-N,Male,Widowed,57,PhD,56614,White-Collar,30
DS-42226163-N,Female,Single,36,High School,20379,Unemployed,27
DS-91756407-N,Male,Single,22,Some College,24473,Self-Employed,25
DS-55912702-N,Female,Single,25,Bachelor's,40690,Blue-Collar,84
DS-20491252-N,Female,Married,31,Master's,41502,Blue-Collar,69
DS-85150726-N,Female,Divorced,23,Some College,25331,Unemployed,27
DS-64657280-N,Male,Married,26,Bachelor's,51143,White-Collar,56
DS-51532870-N,Male,Divorced,42,Master's,120425,Self-Employed,77
DS-32820597-N,Female,Married,52,High School,98876,Retired,44
DS-91805161-N,Male,Married,37,Bachelor's,73076,White-Collar,57
DS-11162172-N,Female,Single,37,Bachelor's,26456,Blue-Collar,22
DS-69149290-N,Male,Divorced,25,Some College,39609,Blue-Collar,98
DS-43221917-N,Female,Married,34,Some College,58603,Self-Employed,42
DS-73086625-N,Female,Single,21,Bachelor's,35776,White-Collar,66
DS-17501647-N,Female,Divorced,36,Master's,65000,Manager,76
DS-48159613-N,Male,Married,56,Bachelor's,95212,White-Collar,27
DS-54347295-N,Male,Divorced,21,High School,47606,White-Collar,77
DS-97145098-N,Male,Divorced,18,Bachelor's,38653,Unemployed,80
DS-45960226-N,Male,Single,27,Some College,26383,Blue-Collar,80
DS-96850101-N,Female,Married,47,Master's,73724,Blue-Collar,67
DS-90121800-N,Female,Married,57,Some College,70433,White-Collar,12
DS-52082152-N,Female,Divorced,36,High School,20267,Manager,7
DS-53054450-N,Female,Married,39,Bachelor's,62310,Manager,57
DS-32070605-N,Female,Married,51,PhD,79434,Manager,19
DS-31374638-N,Female,Married,45,Master's,96147,Retired,40
DS-61756549-N,Female,Widowed,57,Bachelor's,63625,Self-Employed,18
DS-41787471-N,Male,Single,38,High School,20929,Retired,25
DS-60671152-N,Male,Single,23,Bachelor's,25092,Manager,73
DS-54839396-N,Male,Married,55,Some College,87709,White-Collar,28
DS-94794263-N,Female,Married,33,PhD,97845,Manager,76
DS-40927505-N,Female,Single,60,Bachelor's,76319,Retired,45
DS-27304186-N,Female,Single,23,Bachelor's,36703,Student,75
DS-17905871-N,Female,Widowed,53,Some College,58342,Self-Employed,17
DS-55285351-N,Male,Married,55,PhD,83068,Blue-Collar,18
DS-40636654-N,Male,Single,24,Bachelor's,26999,White-Collar,81
DS-42809223-N,Female,Single,27,Bachelor's,39368,Unemployed,84
DS-46375916-N,Female,Married,30,Some College,85882,Blue-Collar,92
DS-36492429-N,Male,Single,27,Master's,24568,Self-Employed,22
DS-57480387-N,Male,Widowed,52,Master's,78790,Manager,20
DS-19453158-N,Female,Married,30,Master's,62564,Manager,32
DS-55045346-N,Female,Single,41,High School,18958,Unemployed,25
DS-13911482-N,Female,Single,19,Some College,33198,Blue-Collar,61
DS-93927661-N,Male,Divorced,35,High School,17123,Manager,33
DS-91154279-N,Female,Married,41,Master's,93674,Self-Employed,79
DS-93011983-N,Male,Married,45,PhD,111760,White-Collar,93
DS-81092247-N,Female,Divorced,21,Bachelor's,41825,Self-Employed,76
DS-54042658-N,Female,Single,22,PhD,33027,White-Collar,64
DS-18123016-N,Female,Married,37,Bachelor's,54866,Self-Employed,46
DS-67675905-N,Female,Married,35,Bachelor's,71693,White-Collar,88
DS-49134421-N,Female,Married,48,Bachelor's,93863,Manager,87
DS-15209533-N,Male,Married,43,Bachelor's,104333,Self-Employed,72
DS-79278356-N,Female,Single,21,Bachelor's,31590,Self-Employed,72
DS-61154664-N,Female,Married,64,Bachelor's,89398,Self-Employed,16
DS-56548398-N,Female,Married,38,Some College,79778,Self-Employed,76
DS-60262348-N,Female,Single,26,Some College,44304,White-Collar,79
DS-78361784-N,Female,Married,33,Some College,62946,Manager,61
DS-13865241-N,Male,Married,51,Bachelor's,102364,Manager,87
DS-43814071-N,Male,Divorced,24,Some College,30367,Student,86
DS-64348796-N,Female,Married,36,Bachelor's,23820,Blue-Collar,22
DS-98573681-N,Male,Married,29,Bachelor's,57952,Blue-Collar,49
DS-75130213-N,Male,Divorced,28,Master's,32143,Manager,57
DS-77342866-N,Male,Divorced,45,High School,95732,Blue-Collar,82
DS-54926909-N,Male,Married,32,Master's,101932,Manager,98
DS-79256503-N,Male,Married,38,Master's,91571,White-Collar,74
DS-89119148-N,Male,Single,40,Master's,105454,Self-Employed,79
DS-71904375-N,Male,Married,38,Some College,74452,Manager,81
DS-42954705-N,Female,Married,26,Bachelor's,64524,Self-Employed,68
DS-15983011-N,Female,Divorced,20,Bachelor's,36052,Blue-Collar,81
DS-15249148-N,Male,Married,48,PhD,77158,White-Collar,95
DS-18749256-N,Female,Single,38,PhD,83012,Self-Employed,78
DS-31076790-N,Male,Married,37,Master's,40999,Blue-Collar,57
DS-74164885-N,Male,Single,35,Master's,47885,Blue-Collar,48
DS-63369167-N,Female,Single,23,Bachelor's,28311,Self-Employed,61
DS-12501587-N,Male,Married,65,PhD,69848,Retired,19
DS-84736934-N,Male,Married,30,Bachelor's,62833,Blue-Collar,37
DS-43943851-N,Male,Divorced,21,Master's,26037,White-Collar,86
DS-16114052-N,Female,Divorced,30,Master's,94587,Manager,96
DS-91937272-N,Female,Married,41,PhD,23781,Blue-Collar,33
DS-92146467-N,Female,Married,35,Master's,71187,Blue-Collar,56
DS-59808400-N,Male,Married,44,Master's,104520,Manager,90
DS-96908579-N,Male,Single,66,Some College,110330,Manager,33
DS-11957995-N,Male,Married,33,High School,65488,Blue-Collar,51
DS-21055819-N,Female,Married,49,Master's,84897,White-Collar,84
DS-72195134-N,Female,Single,32,Bachelor's,20274,Manager,26
DS-94615683-N,Male,Single,24,High School,28971,Manager,93
DS-58910682-N,Female,Married,44,Master's,80024,White-Collar,84
DS-15149316-N,Female,Divorced,18,High School,34537,White-Collar,65
DS-14897580-N,Male,Married,75,Some College,42485,Manager,45
DS-92678841-N,Female,Divorced,25,Some College,36827,Student,78
DS-29746397-N,Female,Married,30,Bachelor's,104838,Self-Employed,83
DS-96778304-N,Male,Married,51,Master's,95313,White-Collar,83
DS-63592995-N,Female,Married,54,High School,95000,Manager,16
DS-13385227-N,Female,Divorced,21,Some College,29244,Student,80
DS-44714105-N,Male,Married,43,Master's,80543,Self-Employed,74
DS-98921803-N,Female,Married,37,Bachelor's,46519,White-Collar,47
DS-55660094-N,Female,Married,37,PhD,58980,Blue-Collar,55
DS-15513761-N,Female,Married,57,Bachelor's,102273,Self-Employed,23
DS-19234262-N,Female,Married,32,Bachelor's,20318,Blue-Collar,30
DS-63226434-N,Female,Divorced,36,Master's,97540,Manager,70
DS-17724980-N,Female,Married,63,Bachelor's,60345,White-Collar,36
DS-41024316-N,Male,Divorced,22,Some College,36358,White-Collar,88
DS-61296021-N,Male,Married,42,PhD,73425,Manager,89
DS-83402350-N,Female,Divorced,18,Some College,26717,Manager,57
DS-44796550-N,Female,Married,34,Master's,100995,Manager,76
DS-32444085-N,Female,Divorced,56,Some College,78844,Self-Employed,28
DS-62405917-N,Male,Divorced,41,Master's,73255,Manager,74
DS-52062200-N,Male,Married,43,Master's,90363,White-Collar,83
DS-15383122-N,Male,Single,47,Bachelor's,102516,Self-Employed,83
DS-83235661-N,Male,Divorced,60,Bachelor's,99637,Manager,48
DS-41455785-N,Female,Single,46,Master's,74510,White-Collar,91
DS-27483999-N,Female,Single,20,PhD,25538,Blue-Collar,68
DS-43674393-N,Female,Widowed,66,Bachelor's,44880,Manager,29
DS-19601625-N,Female,Single,22,Some College,24021,Self-Employed,28
DS-56769891-N,Female,Single,40,High School,18509,Unemployed,37
DS-98955339-N,Female,Married,46,Bachelor's,101314,Manager,85
DS-99910318-N,Female,Single,24,High School,41780,Self-Employed,70
DS-63710177-N,Male,Single,24,Bachelor's,29705,White-Collar,63
DS-85244042-N,Female,Married,43,Some College,101629,Blue-Collar,73
DS-33047096-N,Male,Married,38,Bachelor's,103828,White-Collar,95
DS-49936929-N,Male,Married,46,Bachelor's,19525,Retired,17
DS-48228270-N,Female,Married,29,Bachelor's,30000,Self-Employed,63
DS-75358641-N,Male,Widowed,60,Some College,79029,White-Collar,18
DS-33853738-N,Female,Married,51,High School,105260,Self-Employed,34
DS-51689363-N,Female,Divorced,25,Bachelor's,40754,Self-Employed,96
DS-49273476-N,Male,Divorced,22,Bachelor's,44629,Unemployed,76
DS-36770442-N,Male,Divorced,26,High School,24977,Self-Employed,16
DS-89543210-N,Male,Single,24,Bachelor's,21087,White-Collar,75
DS-33939791-N,Male,Married,56,Bachelor's,79292,White-Collar,26
DS-12717621-N,Female,Married,62,Master's,77534,Retired,22
DS-47672601-N,Male,Single,33,Bachelor's,63378,Blue-Collar,50
DS-59606071-N,Female,Divorced,29,Master's,14923,Unemployed,23
DS-50176455-N,Female,Married,55,High School,62075,Manager,34
DS-53123473-N,Male,Married,28,Bachelor's,59066,Unemployed,50
DS-57725176-N,Male,Widowed,60,High School,74008,White-Collar,27
DS-97047989-N,Female,Divorced,26,Master's,29919,Blue-Collar,79
DS-76244350-N,Male,Married,46,PhD,75600,Self-Employed,74
DS-34578016-N,Female,Married,63,PhD,83877,Self-Employed,33
DS-59013871-N,Male,Married,28,High School,63280,Self-Employed,62
DS-50768701-N,Female,Married,54,Master's,85347,Manager,89
DS-85886246-N,Male,Single,44,Some College,15336,Blue-Collar,18
DS-53660514-N,Male,Married,28,Bachelor's,47410,Blue-Collar,42
DS-97345002-N,Female,Married,59,PhD,70438,White-Collar,32
DS-37061081-N,Male,Divorced,25,Some College,35537,White-Collar,65
DS-11973831-N,Male,Single,25,Bachelor's,33435,Blue-Collar,85
DS-87112744-N,Male,Married,63,Some College,73354,Manager,5
DS-78684962-N,Male,Widowed,24,Bachelor's,16601,Blue-Collar,5
DS-35766159-N,Female,Married,32,Bachelor's,61558,Self-Employed,61
DS-60680069-N,Female,Married,47,Master's,86970,Self-Employed,81
DS-88407084-N,Male,Married,71,Bachelor's,94679,Blue-Collar,27
DS-54925402-N,Male,Single,22,Bachelor's,30261,Blue-Collar,84
DS-91026232-N,Female,Married,61,Bachelor's,42433,Manager,22
DS-66602326-N,Male,Single,39,Bachelor's,110899,White-Collar,86
DS-33318859-N,Male,Single,29,High School,22420,White-Collar,22
DS-17348469-N,Male,Married,63,Bachelor's,61097,Blue-Collar,35
DS-97824032-N,Female,Married,35,High School,27519,Unemployed,19
DS-16755006-N,Female,Married,40,Master's,114224,White-Collar,86
DS-45987285-N,Male,Married,45,Bachelor's,78764,White-Collar,14
DS-43307550-N,Male,Married,38,Master's,93777,Manager,84
DS-47777587-N,Female,Married,34,Some College,46764,White-Collar,46
DS-45460208-N,Female,Married,70,High School,92709,Retired,25
DS-61481906-N,Male,Married,36,Master's,48163,White-Collar,49
DS-89752829-N,Male,Single,37,High School,14405,Self-Employed,5
DS-82811695-N,Male,Single,32,High School,18357,White-Collar,24
DS-98206270-N,Male,Married,61,Master's,98550,Manager,21
DS-62297737-N,Male,Single,48,Some College,92472,Manager,21
DS-50910672-N,Female,Divorced,34,Some College,16769,Unemployed,26
DS-22399354-N,Male,Single,39,Bachelor's,21497,Unemployed,21
DS-49872284-N,Female,Married,39,Master's,80673,Self-Employed,85
DS-83909177-N,Male,Married,37,Bachelor's,67001,Manager,81
DS-88944152-N,Male,Married,54,Master's,78987,White-Collar,82
DS-50563766-N,Female,Widowed,35,Bachelor's,55031,White-Collar,64
DS-54128118-N,Female,Married,27,Some College,52430,Manager,55
DS-39786713-N,Female,Married,65,Bachelor's,52651,Manager,5
DS-15739253-N,Female,Married,37,Bachelor's,75031,Manager,67
DS-19674007-N,Female,Married,49,Bachelor's,83324,White-Collar,37
DS-74276343-N,Male,Widowed,30,Bachelor's,52423,White-Collar,51
DS-15333135-N,Male,Married,54,Bachelor's,55295,Manager,31
DS-61438900-N,Female,Divorced,27,High School,39517,Unemployed,91
DS-13131515-N,Female,Married,46,Some College,111492,Self-Employed,41
DS-35102247-N,Female,Married,38,Master's,51647,White-Collar,38
DS-76943656-N,Male,Married,47,Bachelor's,101407,Manager,76
DS-92419588-N,Female,Married,61,Some College,88460,Self-Employed,20
DS-25866633-N,Male,Single,44,Master's,95294,Manager,87
DS-92764622-N,Female,Married,41,Bachelor's,101292,Manager,74
DS-20503713-N,Female,Married,48,Bachelor's,67237,Manager,47
DS-71087522-N,Male,Married,33,Master's,65918,Blue-Collar,51
DS-46686736-N,Female,Divorced,40,Master's,45064,Self-Employed,53
DS-13156140-N,Male,Single,68,High School,57382,Manager,36
DS-46647632-N,Female,Single,51,Some College,19371,Unemployed,22
DS-61193111-N,Male,Widowed,26,Master's,30595,Unemployed,13
DS-87573788-N,Male,Widowed,22,High School,10000,Blue-Collar,29
DS-67707870-N,Male,Single,41,Some College,15854,Blue-Collar,35
DS-32275681-N,Female,Divorced,24,Some College,30798,Unemployed,78
DS-71747495-N,Female,Divorced,18,Some College,39687,White-Collar,81
DS-29827761-N,Female,Divorced,21,Some College,29173,Blue-Collar,82
DS-21003563-N,Male,Married,68,High School,65268,White-Collar,43
DS-33265641-N,Female,Married,62,Bachelor's,59461,Retired,26
DS-45364841-N,Male,Married,43,Bachelor's,83862,Self-Employed,71
DS-19830739-N,Male,Single,22,Bachelor's,25274,Blue-Collar,29
DS-73164794-N,Female,Divorced,18,High School,28435,Manager,83
DS-67320073-N,Female,Married,44,Master's,77061,White-Collar,85
DS-52877107-N,Male,Divorced,23,Some College,22788,Blue-Collar,12
DS-88117541-N,Male,Married,25,High School,63031,White-Collar,54
DS-32920263-N,Male,Single,26,Bachelor's,44680,White-Collar,47
DS-39450727-N,Female,Single,25,Bachelor's,46823,Manager,40
DS-48815461-N,Male,Divorced,37,Some College,28419,Unemployed,33
DS-92272332-N,Female,Divorced,29,Master's,52372,White-Collar,36
DS-68056017-N,Female,Divorced,30,Bachelor's,45048,Manager,57
DS-73511870-N,Female,Married,33,Bachelor's,26234,Unemployed,20
DS-84133992-N,Male,Divorced,30,High School,40372,Student,73
DS-76505256-N,Male,Divorced,59,Master's,85296,White-Collar,25
DS-96778962-N,Male,Single,35,High School,15677,Blue-Collar,5
DS-67675903-N,Male,Divorced,24,Some College,42222,White-Collar,63
DS-86235264-N,Male,Married,68,High School,75068,Manager,25
DS-11047416-N,Female,Married,36,Bachelor's,102145,Manager,86
DS-58104355-N,Female,Single,23,High School,18303,Blue-Collar,32
DS-16996879-N,Female,Single,20,Bachelor's,27971,Student,70
DS-63377834-N,Female,Single,42,High School,22006,Self-Employed,25
DS-48906180-N,Female,Divorced,22,Some College,37425,Student,77
DS-37106187-N,Female,Widowed,57,Bachelor's,80456,Blue-Collar,8
DS-65621251-N,Male,Married,38,Some College,92477,White-Collar,78
DS-33559241-N,Male,Divorced,28,High School,24337,Blue-Collar,72
DS-83492832-N,Male,Married,63,Bachelor's,75844,White-Collar,42
DS-99261859-N,Male,Married,29,Master's,61523,White-Collar,66
DS-14693021-N,Female,Divorced,57,Some College,72512,Manager,18
DS-76883736-N,Female,Married,36,Bachelor's,95422,Manager,81
DS-60996664-N,Female,Married,34,Master's,87377,White-Collar,80
DS-83593472-N,Male,Married,70,Bachelor's,94654,Manager,32
DS-32032153-N,Male,Divorced,70,Some College,76075,Manager,19
DS-48216959-N,Male,Divorced,24,Master's,35840,Unemployed,84
DS-80631303-N,Female,Single,47,Bachelor's,102270,White-Collar,75
DS-82385421-N,Female,Married,42,Bachelor's,75322,White-Collar,73
DS-28732188-N,Female,Single,36,High School,27177,Unemployed,14
DS-73706230-N,Female,Divorced,21,Bachelor's,36497,Blue-Collar,76
DS-87352280-N,Male,Married,70,High School,80331,Blue-Collar,30
DS-98279456-N,Female,Married,60,Bachelor's,48031,Retired,38
DS-55613260-N,Male,Divorced,46,Some College,21541,Self-Employed,14
DS-61988866-N,Male,Divorced,19,Some College,30633,Student,97
DS-10184133-N,Female,Divorced,25,Bachelor's,39831,Self-Employed,73
DS-86511749-N,Female,Married,31,Master's,49813,Blue-Collar,60
DS-14692479-N,Female,Divorced,45,Bachelor's,95096,White-Collar,78
DS-18558530-N,Female,Married,52,Bachelor's,56877,White-Collar,37
DS-84227338-N,Female,Divorced,23,High School,35550,Blue-Collar,58
DS-63129664-N,Female,Married,57,Bachelor's,88629,Self-Employed,36
DS-35806317-N,Female,Married,38,Master's,49734,Manager,46
DS-10431579-N,Male,Married,59,PhD,104921,Manager,32
DS-69387037-N,Male,Married,33,Master's,46484,Manager,52
DS-14362685-N,Female,Single,34,Some College,23610,Unemployed,21
DS-56714713-N,Female,Married,50,Bachelor's,77874,White-Collar,80
DS-95100702-N,Male,Married,25,Bachelor's,43799,Self-Employed,58
DS-31764383-N,Female,Single,44,Some College,95287,Manager,76
DS-35593801-N,Female,Married,67,Some College,92513,White-Collar,30
DS-21286667-N,Female,Single,36,Some College,24531,Manager,35
DS-33387244-N,Male,Married,65,Bachelor's,84038,Self-Employed,37
DS-54191924-N,Female,Divorced,33,Some College,23508,Retired,23
DS-54837543-N,Female,Single,37,Some College,27977,White-Collar,16
DS-14251465-N,Female,Divorced,36,Bachelor's,107442,White-Collar,80
DS-81714868-N,Female,Single,32,Some College,37673,Student,82
DS-22524618-N,Male,Divorced,23,Some College,41685,Self-Employed,68
DS-10823842-N,Female,Single,29,Some College,13694,Self-Employed,26
DS-26273505-N,Male,Married,46,Master's,115853,Retired,86
DS-71507015-N,Female,Single,25,High School,26242,Blue-Collar,87
DS-84604833-N,Female,Single,23,Some College,45952,White-Collar,51
